nombre,tipos,generacion,categoria,habilidades,peso,altura,ps,ataque,defensa,ataque_s,defensa_s,velocidad,foto
Anorith,"Tipo roca,Tipo bicho",Tercera generación,Camarón,Armadura batalla,"12,5 kg","0,7 m",45,95,50,40,50,75,"https://images.wikidexcdn.net/mwuploads/wikidex/thumb/e/e6/latest/20230717202629/Anorith.png/200px-Anorith.png,https://images.wikidexcdn.net/mwuploads/wikidex/thumb/e/e6/latest/20230717202629/Anorith.png/200px-Anorith.png"
Armaldo,"Tipo roca,Tipo bicho",Tercera generación,Armadura,Armadura batalla,"68,2 kg","1,5 m",75,125,100,70,80,45,"https://images.wikidexcdn.net/mwuploads/wikidex/thumb/7/7b/latest/20230717202642/Armaldo.png/200px-Armaldo.png,https://images.wikidexcdn.net/mwuploads/wikidex/thumb/7/7b/latest/20230717202642/Armaldo.png/200px-Armaldo.png"
Feebas,Tipo agua,Tercera generación,Pez,"Nado rápido,Despiste","7,4 kg","0,6 m",20,15,20,10,55,80,"https://images.wikidexcdn.net/mwuploads/wikidex/thumb/2/25/latest/20230629033755/Feebas.png/200px-Feebas.png,https://images.wikidexcdn.net/mwuploads/wikidex/thumb/2/25/latest/20230629033755/Feebas.png/200px-Feebas.png"
Milotic,Tipo agua,Tercera generación,Tierno,"Escama especial,Tenacidad","162,0 kg","6,2 m",95,60,79,100,125,81,"https://images.wikidexcdn.net/mwuploads/wikidex/thumb/b/b1/latest/20230302020429/Milotic.png/200px-Milotic.png,https://images.wikidexcdn.net/mwuploads/wikidex/thumb/b/b1/latest/20230302020429/Milotic.png/200px-Milotic.png"
Castform,Tipo normal,Tercera generación,Clima,Predicción,"0,8 kg","0,3 m",70,70,70,70,70,70,"https://images.wikidexcdn.net/mwuploads/wikidex/thumb/d/df/latest/20230723192549/Castform.png/200px-Castform.png,https://images.wikidexcdn.net/mwuploads/wikidex/thumb/d/df/latest/20230723192549/Castform.png/200px-Castform.png"
Kecleon,Tipo normal,Tercera generación,Camaleónico,Cambio color,"22,0 kg","1,0 m",60,90,70,60,120,40,"https://images.wikidexcdn.net/mwuploads/wikidex/thumb/8/85/latest/20230628040816/Kecleon.png/200px-Kecleon.png,https://images.wikidexcdn.net/mwuploads/wikidex/thumb/8/85/latest/20230628040816/Kecleon.png/200px-Kecleon.png"
Shuppet,Tipo fantasma,Tercera generación,Títere,"Insomnio,Cacheo","2,3 kg","0,6 m",44,75,35,63,33,45,"https://images.wikidexcdn.net/mwuploads/wikidex/thumb/e/e5/latest/20230628040846/Shuppet.png/200px-Shuppet.png,https://images.wikidexcdn.net/mwuploads/wikidex/thumb/e/e5/latest/20230628040846/Shuppet.png/200px-Shuppet.png"
Banette,Tipo fantasma,Tercera generación,Marioneta,"Insomnio,Cacheo","12,5 kg","1,1 m",64,115,65,83,63,65,"https://images.wikidexcdn.net/mwuploads/wikidex/thumb/1/10/latest/20230723192542/Banette.png/200px-Banette.png,https://images.wikidexcdn.net/mwuploads/wikidex/thumb/1/10/latest/20230723192542/Banette.png/200px-Banette.png"
Duskull,Tipo fantasma,Tercera generación,Réquiem,Levitación,"15,0 kg","0,8 m",20,40,90,30,90,25,"https://images.wikidexcdn.net/mwuploads/wikidex/thumb/1/1b/latest/20230629033822/Duskull.png/200px-Duskull.png,https://images.wikidexcdn.net/mwuploads/wikidex/thumb/1/1b/latest/20230629033822/Duskull.png/200px-Duskull.png"
Dusclops,Tipo fantasma,Tercera generación,Atrayente,Presión,"30,6 kg","1,6 m",40,70,130,60,130,25,"https://images.wikidexcdn.net/mwuploads/wikidex/thumb/4/49/latest/20230723192557/Dusclops.png/200px-Dusclops.png,https://images.wikidexcdn.net/mwuploads/wikidex/thumb/4/49/latest/20230723192557/Dusclops.png/200px-Dusclops.png"
Tropius,"Tipo planta,Tipo volador",Tercera generación,Fruto,"Clorofila,Poder solar","100,0 kg","2,0 m",99,68,83,72,87,51,"https://images.wikidexcdn.net/mwuploads/wikidex/thumb/c/cd/latest/20210202083827/Tropius.png/200px-Tropius.png,https://images.wikidexcdn.net/mwuploads/wikidex/thumb/c/cd/latest/20210202083827/Tropius.png/200px-Tropius.png"
Chimecho,Tipo psíquico,Tercera generación,Campanilla,Levitación,"1,0 kg","0,6 m",65,50,70,95,80,65,"https://images.wikidexcdn.net/mwuploads/wikidex/thumb/2/29/latest/20210419202257/Chimecho.png/200px-Chimecho.png,https://images.wikidexcdn.net/mwuploads/wikidex/thumb/2/29/latest/20210419202257/Chimecho.png/200px-Chimecho.png"
Absol,Tipo siniestro,Tercera generación,Catástrofe,"Presión,Afortunado","47,0 kg","1,2 m",65,130,60,75,60,75,"https://images.wikidexcdn.net/mwuploads/wikidex/thumb/7/7d/latest/20201009233510/Absol.png/200px-Absol.png,https://images.wikidexcdn.net/mwuploads/wikidex/thumb/7/7d/latest/20201009233510/Absol.png/200px-Absol.png"
Wynaut,Tipo psíquico,Tercera generación,Radiante,Sombra trampa,"14,0 kg","0,6 m",95,23,48,23,48,23,"https://images.wikidexcdn.net/mwuploads/wikidex/thumb/a/a0/latest/20230708030840/Wynaut.png/200px-Wynaut.png,https://images.wikidexcdn.net/mwuploads/wikidex/thumb/a/a0/latest/20230708030840/Wynaut.png/200px-Wynaut.png"
Snorunt,Tipo hielo,Tercera generación,Gorro nieve,"Fuerza mental,Gélido","16,8 kg","0,7 m",50,50,50,50,50,50,"https://images.wikidexcdn.net/mwuploads/wikidex/thumb/2/2d/latest/20230410184909/Snorunt.png/200px-Snorunt.png,https://images.wikidexcdn.net/mwuploads/wikidex/thumb/2/2d/latest/20230410184909/Snorunt.png/200px-Snorunt.png"
Glalie,Tipo hielo,Tercera generación,Cara,"Fuerza mental,Gélido","256,5 kg","1,5 m",80,80,80,80,80,80,"https://images.wikidexcdn.net/mwuploads/wikidex/thumb/0/07/latest/20230518040854/Glalie.png/200px-Glalie.png,https://images.wikidexcdn.net/mwuploads/wikidex/thumb/0/07/latest/20230518040854/Glalie.png/200px-Glalie.png"
Spheal,"Tipo hielo,Tipo agua",Tercera generación,Aplauso,"Sebo,Gélido","39,5 kg","0,8 m",70,40,50,55,50,25,"https://images.wikidexcdn.net/mwuploads/wikidex/thumb/f/fe/latest/20210121142320/Spheal.png/200px-Spheal.png,https://images.wikidexcdn.net/mwuploads/wikidex/thumb/f/fe/latest/20210121142320/Spheal.png/200px-Spheal.png"
Sealeo,"Tipo hielo,Tipo agua",Tercera generación,Rodabola,"Sebo,Gélido","87,6 kg","1,1 m",90,60,70,75,70,45,"https://images.wikidexcdn.net/mwuploads/wikidex/thumb/9/99/latest/20210121143142/Sealeo.png/200px-Sealeo.png,https://images.wikidexcdn.net/mwuploads/wikidex/thumb/9/99/latest/20210121143142/Sealeo.png/200px-Sealeo.png"
Walrein,"Tipo hielo,Tipo agua",Tercera generación,Rompehielo,"Sebo,Gélido","150,6 kg","1,4 m",110,80,90,95,90,65,"https://images.wikidexcdn.net/mwuploads/wikidex/thumb/8/80/latest/20210121143708/Walrein.png/200px-Walrein.png,https://images.wikidexcdn.net/mwuploads/wikidex/thumb/8/80/latest/20210121143708/Walrein.png/200px-Walrein.png"
Clamperl,Tipo agua,Tercera generación,Bivalvo,Caparazón,"52,5 kg","0,4 m",35,64,85,74,55,32,"https://images.wikidexcdn.net/mwuploads/wikidex/thumb/c/ce/latest/20230723192558/Clamperl.png/200px-Clamperl.png,https://images.wikidexcdn.net/mwuploads/wikidex/thumb/c/ce/latest/20230723192558/Clamperl.png/200px-Clamperl.png"
Huntail,Tipo agua,Tercera generación,Abisal,Nado rápido,"27,0 kg","1,7 m",55,104,105,94,75,52,"https://images.wikidexcdn.net/mwuploads/wikidex/thumb/4/49/latest/20230628040929/Huntail.png/200px-Huntail.png,https://images.wikidexcdn.net/mwuploads/wikidex/thumb/4/49/latest/20230628040929/Huntail.png/200px-Huntail.png"
Gorebyss,Tipo agua,Tercera generación,Mar del sur,Nado rápido,"22,6 kg","1,8 m",55,84,105,114,75,52,"https://images.wikidexcdn.net/mwuploads/wikidex/thumb/4/41/latest/20230628040935/Gorebyss.png/200px-Gorebyss.png,https://images.wikidexcdn.net/mwuploads/wikidex/thumb/4/41/latest/20230628040935/Gorebyss.png/200px-Gorebyss.png"
Relicanth,"Tipo agua,Tipo roca",Tercera generación,Longevo,"Cabeza roca,Nado rápido","23,4 kg","1,0 m",100,90,130,45,65,55,"https://images.wikidexcdn.net/mwuploads/wikidex/thumb/a/a1/latest/20230628041018/Relicanth.png/200px-Relicanth.png,https://images.wikidexcdn.net/mwuploads/wikidex/thumb/a/a1/latest/20230628041018/Relicanth.png/200px-Relicanth.png"
Luvdisc,Tipo agua,Tercera generación,Cita,Nado rápido,"8,7 kg","0,6 m",43,30,55,40,65,97,"https://images.wikidexcdn.net/mwuploads/wikidex/thumb/c/ce/latest/20230628041053/Luvdisc.png/200px-Luvdisc.png,https://images.wikidexcdn.net/mwuploads/wikidex/thumb/c/ce/latest/20230628041053/Luvdisc.png/200px-Luvdisc.png"
Bagon,Tipo dragón,Tercera generación,Cabeza roca,Cabeza roca,"42,1 kg","0,6 m",45,75,60,40,30,50,"https://images.wikidexcdn.net/mwuploads/wikidex/thumb/9/9d/latest/20160703191317/Bagon.png/200px-Bagon.png,https://images.wikidexcdn.net/mwuploads/wikidex/thumb/9/9d/latest/20160703191317/Bagon.png/200px-Bagon.png"
Shelgon,Tipo dragón,Tercera generación,Resistencia,Cabeza roca,"110,5 kg","1,1 m",65,95,100,60,50,50,"https://images.wikidexcdn.net/mwuploads/wikidex/thumb/4/48/latest/20230628041148/Shelgon.png/200px-Shelgon.png,https://images.wikidexcdn.net/mwuploads/wikidex/thumb/4/48/latest/20230628041148/Shelgon.png/200px-Shelgon.png"
Salamence,"Tipo dragón,Tipo volador",Tercera generación,Dragón,Intimidación,"102,6 kg","1,5 m",95,135,80,110,80,100,"https://images.wikidexcdn.net/mwuploads/wikidex/thumb/f/fe/latest/20141113215012/Salamence.png/200px-Salamence.png,https://images.wikidexcdn.net/mwuploads/wikidex/thumb/f/fe/latest/20141113215012/Salamence.png/200px-Salamence.png"
Beldum,"Tipo acero,Tipo psíquico",Tercera generación,Bola hierro,Cuerpo puro,"95,2 kg","0,6 m",40,55,80,35,60,30,"https://images.wikidexcdn.net/mwuploads/wikidex/thumb/f/f5/latest/20141214182626/Beldum.png/200px-Beldum.png,https://images.wikidexcdn.net/mwuploads/wikidex/thumb/f/f5/latest/20141214182626/Beldum.png/200px-Beldum.png"
Metang,"Tipo acero,Tipo psíquico",Tercera generación,Garra Hierro,Cuerpo puro,"202,5 kg","1,2 m",60,75,100,55,80,50,"https://images.wikidexcdn.net/mwuploads/wikidex/thumb/f/fb/latest/20141214182019/Metang.png/200px-Metang.png,https://images.wikidexcdn.net/mwuploads/wikidex/thumb/f/fb/latest/20141214182019/Metang.png/200px-Metang.png"
Metagross,"Tipo acero,Tipo psíquico",Tercera generación,Pata hierro,Cuerpo puro,"550,0 kg","1,6 m",80,135,130,95,90,70,"https://images.wikidexcdn.net/mwuploads/wikidex/thumb/9/95/latest/20141214183056/Metagross.png/200px-Metagross.png,https://images.wikidexcdn.net/mwuploads/wikidex/thumb/9/95/latest/20141214183056/Metagross.png/200px-Metagross.png"
Regice,Tipo hielo,Tercera generación,Iceberg,Cuerpo puro,"175,0 kg","1,8 m",80,50,100,100,200,50,"https://images.wikidexcdn.net/mwuploads/wikidex/thumb/f/ff/latest/20160310201635/Regice.png/200px-Regice.png,https://images.wikidexcdn.net/mwuploads/wikidex/thumb/f/ff/latest/20160310201635/Regice.png/200px-Regice.png"
Regirock,Tipo roca,Tercera generación,Pico roca,Cuerpo puro,"230,0 kg","1,7 m",80,100,200,50,100,50,"https://images.wikidexcdn.net/mwuploads/wikidex/thumb/b/bd/latest/20141113214139/Regirock.png/200px-Regirock.png,https://images.wikidexcdn.net/mwuploads/wikidex/thumb/b/bd/latest/20141113214139/Regirock.png/200px-Regirock.png"
Registeel,Tipo acero,Tercera generación,Hierro,Cuerpo puro,"205,0 kg","1,9 m",80,75,150,75,150,50,"https://images.wikidexcdn.net/mwuploads/wikidex/thumb/b/b7/latest/20141113214340/Registeel.png/200px-Registeel.png,https://images.wikidexcdn.net/mwuploads/wikidex/thumb/b/b7/latest/20141113214340/Registeel.png/200px-Registeel.png"
Latias,"Tipo dragón,Tipo psíquico",Tercera generación,Eón,Levitación,"40,0 kg","1,4 m",80,80,90,110,130,110,"https://images.wikidexcdn.net/mwuploads/wikidex/thumb/2/28/latest/20230524073456/Latias.png/200px-Latias.png,https://images.wikidexcdn.net/mwuploads/wikidex/thumb/2/28/latest/20230524073456/Latias.png/200px-Latias.png"
Latios,"Tipo dragón,Tipo psíquico",Tercera generación,Eón,Levitación,"60,0 kg","2,0 m",80,90,80,130,110,110,"https://images.wikidexcdn.net/mwuploads/wikidex/thumb/6/6f/latest/20230524073506/Latios.png/200px-Latios.png,https://images.wikidexcdn.net/mwuploads/wikidex/thumb/6/6f/latest/20230524073506/Latios.png/200px-Latios.png"
Kyogre,Tipo agua,Tercera generación,Cuenca mar,Llovizna,"352,0 kg","4,5 m",100,100,90,150,140,90,"https://images.wikidexcdn.net/mwuploads/wikidex/thumb/f/f3/latest/20150621183339/Kyogre.png/200px-Kyogre.png,https://images.wikidexcdn.net/mwuploads/wikidex/thumb/f/f3/latest/20150621183339/Kyogre.png/200px-Kyogre.png"
Groudon,Tipo tierra,Tercera generación,Continente,Sequía,"950,0 kg","3,5 m",100,150,140,100,90,90,"https://images.wikidexcdn.net/mwuploads/wikidex/thumb/d/d5/latest/20150621183212/Groudon.png/200px-Groudon.png,https://images.wikidexcdn.net/mwuploads/wikidex/thumb/d/d5/latest/20150621183212/Groudon.png/200px-Groudon.png"
Rayquaza,"Tipo dragón,Tipo volador",Tercera generación,Cielo,Esclusa de aire,"206,5 kg","7,0 m",105,150,90,150,90,95,"https://images.wikidexcdn.net/mwuploads/wikidex/thumb/6/66/latest/20150729161538/Rayquaza.png/200px-Rayquaza.png,https://images.wikidexcdn.net/mwuploads/wikidex/thumb/6/66/latest/20150729161538/Rayquaza.png/200px-Rayquaza.png"
Jirachi,"Tipo acero,Tipo psíquico",Tercera generación,Deseo,Dicha,"1,1 kg","0,3 m",100,100,100,100,100,100,"https://images.wikidexcdn.net/mwuploads/wikidex/thumb/6/60/latest/20150601112332/Jirachi.png/200px-Jirachi.png,https://images.wikidexcdn.net/mwuploads/wikidex/thumb/6/60/latest/20150601112332/Jirachi.png/200px-Jirachi.png"
Deoxys,Tipo psíquico,Tercera generación,ADN,Presión,"60,8 kg","1,7 m",50,150,50,150,50,150,"https://images.wikidexcdn.net/mwuploads/wikidex/thumb/d/d5/latest/20150621184218/Deoxys.png/200px-Deoxys.png,https://images.wikidexcdn.net/mwuploads/wikidex/thumb/d/d5/latest/20150621184218/Deoxys.png/200px-Deoxys.png"
Turtwig,Tipo planta,Cuarta generación,Hojita,Espesura,"10,2 kg","0,4 m",55,68,64,45,55,31,"https://images.wikidexcdn.net/mwuploads/wikidex/thumb/c/c8/latest/20151017105732/Turtwig.png/200px-Turtwig.png,https://images.wikidexcdn.net/mwuploads/wikidex/thumb/c/c8/latest/20151017105732/Turtwig.png/200px-Turtwig.png"
Grotle,Tipo planta,Cuarta generación,Arboleda,Espesura,"97,0 kg","1,1 m",75,89,85,55,65,36,"https://images.wikidexcdn.net/mwuploads/wikidex/thumb/7/75/latest/20151017105458/Grotle.png/200px-Grotle.png,https://images.wikidexcdn.net/mwuploads/wikidex/thumb/7/75/latest/20151017105458/Grotle.png/200px-Grotle.png"
Torterra,"Tipo planta,Tipo tierra",Cuarta generación,Continente,Espesura,"310,0 kg","2,2 m",95,109,105,75,85,56,"https://images.wikidexcdn.net/mwuploads/wikidex/thumb/0/05/latest/20151017103720/Torterra.png/200px-Torterra.png,https://images.wikidexcdn.net/mwuploads/wikidex/thumb/0/05/latest/20151017103720/Torterra.png/200px-Torterra.png"
Chimchar,Tipo fuego,Cuarta generación,Chimpancé,Mar llamas,"6,2 kg","0,5 m",44,58,44,58,44,61,"https://images.wikidexcdn.net/mwuploads/wikidex/thumb/9/9f/latest/20200827204158/Chimchar.png/200px-Chimchar.png,https://images.wikidexcdn.net/mwuploads/wikidex/thumb/9/9f/latest/20200827204158/Chimchar.png/200px-Chimchar.png"
Monferno,"Tipo fuego,Tipo lucha",Cuarta generación,Juguetón,Mar llamas,"22,0 kg","0,9 m",64,78,52,78,52,81,"https://images.wikidexcdn.net/mwuploads/wikidex/thumb/6/64/latest/20230629034327/Monferno.png/200px-Monferno.png,https://images.wikidexcdn.net/mwuploads/wikidex/thumb/6/64/latest/20230629034327/Monferno.png/200px-Monferno.png"
Infernape,"Tipo fuego,Tipo lucha",Cuarta generación,Llama,Mar llamas,"55,0 kg","1,2 m",76,104,71,104,71,108,"https://images.wikidexcdn.net/mwuploads/wikidex/thumb/1/17/latest/20151017104012/Infernape.png/200px-Infernape.png,https://images.wikidexcdn.net/mwuploads/wikidex/thumb/1/17/latest/20151017104012/Infernape.png/200px-Infernape.png"
Piplup,Tipo agua,Cuarta generación,Pingüino,Torrente,"5,2 kg","0,4 m",53,51,53,61,56,40,"https://images.wikidexcdn.net/mwuploads/wikidex/thumb/1/11/latest/20200827204128/Piplup.png/200px-Piplup.png,https://images.wikidexcdn.net/mwuploads/wikidex/thumb/1/11/latest/20200827204128/Piplup.png/200px-Piplup.png"
Prinplup,Tipo agua,Cuarta generación,Pingüino,Torrente,"23,0 kg","0,8 m",64,66,68,81,76,50,"https://images.wikidexcdn.net/mwuploads/wikidex/thumb/1/1b/latest/20230704000344/Prinplup.png/200px-Prinplup.png,https://images.wikidexcdn.net/mwuploads/wikidex/thumb/1/1b/latest/20230704000344/Prinplup.png/200px-Prinplup.png"
Empoleon,"Tipo agua,Tipo acero",Cuarta generación,Emperador,Torrente,"84,5 kg","1,7 m",84,86,88,111,101,60,"https://images.wikidexcdn.net/mwuploads/wikidex/thumb/b/bb/latest/20200720111430/Empoleon.png/200px-Empoleon.png,https://images.wikidexcdn.net/mwuploads/wikidex/thumb/b/bb/latest/20200720111430/Empoleon.png/200px-Empoleon.png"
Starly,"Tipo normal,Tipo volador",Cuarta generación,Estornino,Vista lince,"2,0 kg","0,3 m",40,55,30,30,30,60,"https://images.wikidexcdn.net/mwuploads/wikidex/thumb/0/08/latest/20200720111441/Starly.png/200px-Starly.png,https://images.wikidexcdn.net/mwuploads/wikidex/thumb/0/08/latest/20200720111441/Starly.png/200px-Starly.png"
Staravia,"Tipo normal,Tipo volador",Cuarta generación,Estornino,Intimidación,"15,5 kg","0,6 m",55,75,50,40,40,80,"https://images.wikidexcdn.net/mwuploads/wikidex/thumb/d/df/latest/20200720111449/Staravia.png/200px-Staravia.png,https://images.wikidexcdn.net/mwuploads/wikidex/thumb/d/df/latest/20200720111449/Staravia.png/200px-Staravia.png"
Staraptor,"Tipo normal,Tipo volador",Cuarta generación,Depredador,Intimidación,"24,9 kg","1,2 m",85,120,70,50,50,100,"https://images.wikidexcdn.net/mwuploads/wikidex/thumb/1/1f/latest/20200307023121/Staraptor.png/200px-Staraptor.png,https://images.wikidexcdn.net/mwuploads/wikidex/thumb/1/1f/latest/20200307023121/Staraptor.png/200px-Staraptor.png"
Bidoof,Tipo normal,Cuarta generación,Gran ratón,"Simple,Ignorante","20,0 kg","0,5 m",59,45,40,35,40,31,"https://images.wikidexcdn.net/mwuploads/wikidex/thumb/b/b9/latest/20200720151910/Bidoof.png/200px-Bidoof.png,https://images.wikidexcdn.net/mwuploads/wikidex/thumb/b/b9/latest/20200720151910/Bidoof.png/200px-Bidoof.png"
Bibarel,"Tipo normal,Tipo agua",Cuarta generación,Castor,"Simple,Ignorante","31,5 kg","1,0 m",79,85,60,55,60,71,"https://images.wikidexcdn.net/mwuploads/wikidex/thumb/1/1a/latest/20200720152156/Bibarel.png/200px-Bibarel.png,https://images.wikidexcdn.net/mwuploads/wikidex/thumb/1/1a/latest/20200720152156/Bibarel.png/200px-Bibarel.png"
Kricketot,Tipo bicho,Cuarta generación,Grillo,Mudar,"2,2 kg","0,3 m",37,25,41,25,41,25,"https://images.wikidexcdn.net/mwuploads/wikidex/thumb/d/df/latest/20200720152403/Kricketot.png/200px-Kricketot.png,https://images.wikidexcdn.net/mwuploads/wikidex/thumb/d/df/latest/20200720152403/Kricketot.png/200px-Kricketot.png"
Kricketune,Tipo bicho,Cuarta generación,Grillo,Enjambre,"25,5 kg","1,0 m",77,85,51,55,51,65,"https://images.wikidexcdn.net/mwuploads/wikidex/thumb/c/cf/latest/20200720152550/Kricketune.png/200px-Kricketune.png,https://images.wikidexcdn.net/mwuploads/wikidex/thumb/c/cf/latest/20200720152550/Kricketune.png/200px-Kricketune.png"
Shinx,Tipo eléctrico,Cuarta generación,Flash,"Rivalidad,Intimidación","9,5 kg","0,5 m",45,65,34,40,34,45,"https://images.wikidexcdn.net/mwuploads/wikidex/thumb/a/a5/latest/20200720111519/Shinx.png/200px-Shinx.png,https://images.wikidexcdn.net/mwuploads/wikidex/thumb/a/a5/latest/20200720111519/Shinx.png/200px-Shinx.png"
Luxio,Tipo eléctrico,Cuarta generación,Chispa,"Rivalidad,Intimidación","30,5 kg","0,9 m",60,85,49,60,49,60,"https://images.wikidexcdn.net/mwuploads/wikidex/thumb/5/51/latest/20200720152820/Luxio.png/200px-Luxio.png,https://images.wikidexcdn.net/mwuploads/wikidex/thumb/5/51/latest/20200720152820/Luxio.png/200px-Luxio.png"
Luxray,Tipo eléctrico,Cuarta generación,Chispa ojos,"Rivalidad,Intimidación","42,0 kg","1,4 m",80,120,79,95,79,70,"https://images.wikidexcdn.net/mwuploads/wikidex/thumb/e/ee/latest/20200720153035/Luxray.png/200px-Luxray.png,https://images.wikidexcdn.net/mwuploads/wikidex/thumb/e/ee/latest/20200720153035/Luxray.png/200px-Luxray.png"
Budew,"Tipo planta,Tipo veneno",Cuarta generación,Brote,"Cura natural,Punto tóxico","1,2 kg","0,2 m",40,30,35,50,70,55,"https://images.wikidexcdn.net/mwuploads/wikidex/thumb/5/5d/latest/20200720111619/Budew.png/200px-Budew.png,https://images.wikidexcdn.net/mwuploads/wikidex/thumb/5/5d/latest/20200720111619/Budew.png/200px-Budew.png"
Roserade,"Tipo planta,Tipo veneno",Cuarta generación,Ramillete,"Cura natural,Punto tóxico","14,5 kg","0,9 m",60,70,65,125,105,90,"https://images.wikidexcdn.net/mwuploads/wikidex/thumb/8/82/latest/20200720153230/Roserade.png/200px-Roserade.png,https://images.wikidexcdn.net/mwuploads/wikidex/thumb/8/82/latest/20200720153230/Roserade.png/200px-Roserade.png"
Cranidos,Tipo roca,Cuarta generación,Cabezazo,Rompemoldes,"31,5 kg","0,9 m",67,125,40,30,30,58,"https://images.wikidexcdn.net/mwuploads/wikidex/thumb/a/ac/latest/20200720111628/Cranidos.png/200px-Cranidos.png,https://images.wikidexcdn.net/mwuploads/wikidex/thumb/a/ac/latest/20200720111628/Cranidos.png/200px-Cranidos.png"
